0.516503	-0.327367	-1.000000
-0.208332	0.740336	-1.000000
-0.138111	-0.076148	1.000000
-0.039156	0.113681	1.000000
-0.221403	-0.124665	1.000000
0.339836	0.783689	-1.000000
-0.129611	0.651500	-1.000000
-0.175004	-0.677872	-1.000000
-0.052899	0.000106	1.000000
0.504632	-0.124143	-1.000000
0.347754	0.463659	-1.000000
-0.009960	0.020691	1.000000
-0.213043	-0.147878	1.000000
0.331597	-0.394585	-1.000000
0.414403	-0.052075	1.000000
-0.242656	-0.646936	-1.000000
-0.360838	-0.616912	-1.000000
0.438529	-0.730103	-1.000000
0.028411	0.124279	1.000000
0.095527	0.181103	1.000000
0.789436	-0.137921	-1.000000
-0.143014	-0.062122	1.000000
0.622934	-0.675655	-1.000000
0.212764	-0.723533	-1.000000
0.061195	0.630784	-1.000000
-0.038155	-0.169114	1.000000
-0.081902	0.499429	-1.000000
0.235384	-0.325379	1.000000
0.083096	0.052473	1.000000
-0.267583	-0.055518	1.000000
-0.153363	0.162494	1.000000
0.524389	0.260900	-1.000000
-0.427694	0.034222	1.000000
-0.685869	0.487504	-1.000000
0.003649	-0.065092	1.000000
0.388313	-0.448042	-1.000000
0.295160	-0.209891	1.000000
-0.291939	-0.127725	1.000000
0.381544	-0.814790	-1.000000
0.686824	-0.412975	-1.000000
-0.331158	0.635921	-1.000000
0.121425	0.231257	1.000000
-0.019580	-0.297533	1.000000
-0.527329	0.373524	-1.000000
0.005682	0.050015	1.000000
0.123468	0.259387	1.000000
0.738843	0.235825	-1.000000
0.461087	-0.172123	1.000000
-0.098672	0.248162	1.000000
-0.227634	-0.143700	1.000000
0.186237	-0.382181	1.000000
-0.635145	-0.057951	-1.000000
0.105606	0.272574	1.000000
0.188409	0.029321	1.000000
-0.094930	0.060648	1.000000
-0.685204	-0.509125	-1.000000
0.116477	-0.736422	-1.000000
-0.442479	-0.860727	-1.000000
0.676841	-0.259873	-1.000000
0.017214	-0.606077	-1.000000
0.251952	-0.069246	1.000000
0.055578	-0.165972	1.000000
-0.583369	0.307794	-1.000000
0.492237	-0.382004	-1.000000
0.980685	-0.174761	-1.000000
0.262333	0.652709	-1.000000
0.057612	0.115537	1.000000
0.801974	-0.186012	-1.000000
-0.518680	0.386514	-1.000000
-0.019415	0.013140	1.000000
0.001835	-0.061982	1.000000
-0.318451	-0.251865	1.000000
-0.376406	0.232389	1.000000
0.047478	-0.343993	1.000000
-0.399418	0.026431	1.000000
0.452830	0.150915	1.000000
0.488361	0.265657	-1.000000
0.324168	0.681762	-1.000000
0.830750	0.469533	-1.000000
-0.349055	0.152892	1.000000
-0.018643	0.023228	1.000000
0.095600	0.056785	1.000000
0.464986	-0.100902	1.000000
0.612041	-0.507500	-1.000000
-0.367325	-0.292044	1.000000
-0.044673	-0.413848	1.000000
-0.629555	-0.686809	-1.000000
0.116328	0.199282	1.000000
0.029429	0.018480	1.000000
0.004548	-0.099454	1.000000
-0.057226	-0.072771	1.000000
0.031046	0.066219	1.000000
-0.560754	0.390248	-1.000000
0.045951	0.024377	1.000000
-0.938384	0.094726	-1.000000
-0.353636	0.162488	1.000000
-0.584596	0.553256	-1.000000
-0.400124	-0.151571	1.000000
0.572195	-0.121287	-1.000000
0.398789	-0.082556	1.000000
